port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Tg. Mani,Malaysia,2.15,111.35,Very Small,South China Sea; North Pacific Ocean,Fair,0.0
Tanjung Sangata,Indonesia,0.366667,117.566667,Very Small,Makassar Strait; South Pacific Ocean,Poor,0.0
Widuri Marine Terminal,Indonesia,-4.666667,106.65,Very Small,Java Sea; South Pacific Ocean,Poor,0.0
Muqdisho,Somalia,2.033333,45.35,Large,Indian Ocean,Fair,0.0
Marka,Somalia,1.716667,44.783333,Very Small,Indian Ocean,Fair,0.0
Forcados Oil Terminal,Nigeria,5.166667,5.183333,Very Small,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,Poor,0.0
Jimenez,Philippines,8.333333,123.866667,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Map Ta Phut,Thailand,12.666667,101.166667,Very Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Fair,0.0
Manukau Harbor,New Zealand,-36.933333,174.783333,Medium,Tasman Sea; South Pacific Ocean,Good,0.0
Saint-Pierre,Reunion,-21.35,55.466667,Very Small,Indian Ocean,Poor,0.0
Saint-Denis,Reunion,-20.866667,55.45,Very Small,Indian Ocean,Fair,0.0
Rufisque,Senegal,14.7,-17.283333,Very Small,North Atlantic Ocean,Fair,0.0
Port D Al Hoceima,Morocco,35.25,-3.916667,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Palompon,Philippines,11.05,124.383333,Very Small,Philippine inland seas; North Pacific Ocean,Good,0.0
Rayong Tpi Terminal,Thailand,12.633333,101.3,Very Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Poor,0.0
Banzart,Tunisia,37.283333,9.883333,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Ad Dakhla,Western Sahara,23.7,-15.916667,Very Small,North Atlantic Ocean,Good,0.0
Bahia De Pertigalete,Venezuela,10.233333,-64.566667,Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Eceabat,Turkey,40.183333,26.366667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Botas Dortyol Oil Terminal,Turkey,36.866667,36.133333,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Houmt Souk,Tunisia,33.883333,10.85,Very Small,Mediterranean Sea; North Atlantic Ocean,,0.0
Mersa Sfax,Tunisia,34.733333,10.766667,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Duong Dong,Vietnam,10.216667,103.966667,Very Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Fair,0.0
Tabarka,Tunisia,36.966667,8.766667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bedi,India,22.573055556,70.045555556,Very Small,Arabian Sea; Indian Ocean,Good,0.0
Mundra,India,22.728333333,69.706666667,Small,Arabian Sea; Indian Ocean,,397.0
Okha,India,22.468055556,69.079722222,Very Small,Arabian Sea; Indian Ocean,Good,181.0
Chrome,United States,40.566667,-74.216667,Small,North Atlantic Ocean,Good,0.0
Bayway,United States,40.633333,-74.2,Very Small,North Atlantic Ocean,Good,0.0
Catskill,United States,42.216667,-73.84999999999998,Very Small,North Atlantic Ocean,Good,0.0
Kingston,United States,41.933333,-73.966667,Small,North Atlantic Ocean,Good,0.0
Newburgh,United States,41.5,-74.0,Very Small,North Atlantic Ocean,Good,0.0
Bass Harbor,United States,44.233333,-68.35,Very Small,North Atlantic Ocean,Fair,0.0
Mare Island,United States,38.1,-122.266667,Small,North Pacific Ocean,Excellent,0.0
Freeport,United States,28.95,-95.333333,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Biloxi,United States,30.383333,-88.88333299999998,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Bristol,United States,41.666667,-71.266667,Very Small,North Atlantic Ocean,Good,0.0
Gretna,United States,29.916667,-90.06666699999998,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Brooklin,United States,44.266667,-68.583333,Very Small,North Atlantic Ocean,Fair,0.0
North Haven,United States,44.133333,-68.866667,Very Small,North Atlantic Ocean,Good,0.0
Deepwater Point,United States,39.7,-75.516667,Very Small,North Atlantic Ocean,Good,0.0
Havre De Grace,United States,39.533333,-76.08333299999998,Very Small,North Atlantic Ocean,Good,0.0
Convent,United States,30.016667,-90.833333,Small,Gulf of Mexico; North Atlantic Ocean,Fair,0.0
Isleton,United States,38.166667,-121.6,Very Small,North Pacific Ocean,Excellent,0.0
Augusta,United States,44.316667,-69.766667,Very Small,North Atlantic Ocean,Good,0.0
Beverly,United States,42.533333,-70.883333,Very Small,North Atlantic Ocean,Good,0.0
Courtland,United States,38.333333,-121.566667,Very Small,North Pacific Ocean,Excellent,0.0
Port St Joe,United States,29.816667,-85.31666699999998,Small,Gulf of Mexico; North Atlantic Ocean,,0.0
St Rose,United States,29.95,-90.316667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Port Aransas,United States,27.833333,-97.05,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Port Ingleside,United States,27.816667,-97.183333,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Swans Island,United States,44.133333,-68.45,Very Small,North Atlantic Ocean,Good,0.0
Santa Cruz,United States,36.966667,-122.016667,Very Small,North Pacific Ocean,Fair,0.0
Reserve,United States,30.05,-90.55,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Point Richmond,United States,37.916667,-122.366667,Small,North Pacific Ocean,Excellent,0.0
Sorrento,United States,44.466667,-68.183333,Very Small,North Atlantic Ocean,Fair,0.0
St. James,United States,29.9792,-90.8275,Small,Gulf of Mexico; North Atlantic Ocean,Fair,0.0
Stockton,United States,37.95,-121.3,Small,North Pacific Ocean,Excellent,0.0
South Bristol,United States,43.866667,-69.55,Very Small,North Atlantic Ocean,Fair,0.0
Rio Vista,United States,38.15,-121.7,Very Small,North Pacific Ocean,Excellent,0.0
Thomaston,United States,44.066667,-69.183333,Very Small,North Atlantic Ocean,Good,0.0
South Harpswell,United States,43.733333,-70.016667,Very Small,North Atlantic Ocean,Fair,0.0
Pismo Beach,United States,35.133333,-120.65,Very Small,North Pacific Ocean,Fair,0.0
Point San Pablo,United States,37.966667,-122.433333,Very Small,North Pacific Ocean,Excellent,0.0
Southwest Harbor,United States,44.283333,-68.316667,Very Small,North Atlantic Ocean,Good,0.0
Sewaren,United States,40.55,-74.25,Very Small,North Atlantic Ocean,Good,0.0
Pinole Point,United States,38.016667,-122.366667,Very Small,North Pacific Ocean,Good,0.0
Southport,United States,41.133333,-73.283333,Very Small,North Atlantic Ocean,Good,0.0
Weehawken,United States,40.766667,-74.016667,Small,North Atlantic Ocean,Good,0.0
Rensselaer,United States,42.65,-73.75,Very Small,North Atlantic Ocean,Good,0.0
Poughkeepsie,United States,41.7,-73.95,Very Small,North Atlantic Ocean,Good,0.0
Yonkers,United States,40.933333,-73.9,Small,North Atlantic Ocean,Excellent,0.0
Kiire,Japan,31.383333,130.55,Very Small,East China Sea; North Pacific Ocean,Fair,458.0
Lagos,Nigeria,6.4,3.4,Large,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,Good,267.1
Khawr Fakkan,United Arab Emirates,25.362777778,56.368888889,Medium,Gulf of Oman; Indian Ocean,Fair,400.0
Isla San Marcos,Mexico,27.183333,-112.1,Very Small,Gulf of California; North Pacific Ocean,Poor,109.0
Rade De Brest,France,48.383333,-4.5,Large,North Atlantic Ocean,Excellent,0.0
Lagos,Portugal,37.1,-8.616667,Large,North Atlantic Ocean,Unknown,0.0
Puerto Vallarta,Mexico,20.616667,-105.266667,Small,North Pacific Ocean,Good,290.0
Santa Rosalia,Mexico,27.333333,-112.283333,Small,Gulf of California; North Pacific Ocean,Fair,240.0
Belfast,United States,44.416667,-69.0,Very Small,North Atlantic Ocean,Fair,0.0
Manzanillo,Mexico,19.05,-104.316667,Medium,North Pacific Ocean,Good,368.5
Merak Mas Terminal,Indonesia,-5.919166667,105.997222222,Medium,"Indian Ocean, Java Sea; South Pacific Ocean",Fair,0.0
La Paz,Mexico,24.166667,-110.316667,Small,Gulf of California; North Pacific Ocean,Good,100.0
Puerto Morro Redondo,Mexico,28.05,-115.183333,Very Small,North Pacific Ocean,Poor,295.0
Mina Qabus,Oman,23.633333,58.583333,Very Small,Gulf of Oman; Indian Ocean,Good,300.0
Gulfport SI,United States,40.633333,-74.2,Small,North Atlantic Ocean,Good,0.0
Cockburn Town,The Bahamas,24.05,-74.533333,Very Small,North Atlantic Ocean,Fair,0.0
Kin Wan,Japan,26.416667,127.9,Very Small,East China Sea; North Pacific Ocean,Poor,0.0
Mina Al Fahl,Oman,23.633333,58.516667,Small,Gulf of Oman; Indian Ocean,Poor,0.0
Nakagusuku,Japan,26.266667,127.916667,Small,East China Sea; North Pacific Ocean,Poor,0.0
Port Richmond SI,United States,40.65,-74.13333299999998,Small,North Atlantic Ocean,Good,0.0
Mazatlan,Mexico,23.2,-106.416667,Medium,North Pacific Ocean,Good,210.0
Acapulco,Mexico,16.85,-99.933333,Medium,North Pacific Ocean,Excellent,295.0
Lorient,France,47.75,-3.35,Medium,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
Lagos,Greece,41.0,25.133333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Mariners Harbor SI,United States,40.633333,-74.166667,Small,North Atlantic Ocean,Good,0.0
Wakayama-Shimotsu Ko,Japan,34.2,135.133333,Large,Sea of Japan; North Pacific Ocean,Fair,319.5
St George,Bermuda,32.383333,-64.683333,Small,North Atlantic Ocean,Good,0.0
Dammam,Saudi Arabia,26.5,50.2,Small,Persian Gulf; Indian Ocean,Fair,0.0
Fort Bragg,United States,39.45,-123.816667,Very Small,North Pacific Ocean,Good,0.0
Christiansted,U.S. Virgin Islands,17.75,-64.7,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Newport Beach,United States,33.616667,-117.9,Very Small,North Pacific Ocean,Excellent,0.0
Mersin,Turkey,36.8,34.633333,Medium,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
El Segundo,United States,33.916667,-118.433333,Very Small,North Pacific Ocean,Fair,0.0
Cruz Bay,U.S. Virgin Islands,18.333333,-64.8,Small,North Atlantic Ocean,Poor,0.0
Dandong,China,39.816667,124.15,Very Small,Korea Bay; Yellow Sea; North Pacific Ocean,Fair,0.0
Ju Aymah Oil Terminal,Saudi Arabia,26.933333,50.033333,Small,Persian Gulf; Indian Ocean,Fair,0.0
Boosaaso,Somalia,11.283333,49.183333,Small,Gulf of Aden; Indian Ocean,Unknown,0.0
Al Manamah,Bahrain,26.233333,50.583333,Small,Persian Gulf; Indian Ocean,Fair,0.0
Nasugbu,Philippines,14.083333,120.616667,Very Small,South China Sea; North Pacific Ocean,Poor,0.0
Nampo,North Korea,38.716667,125.4,Small,Korea Bay; Yellow Sea; North Pacific Ocean,Fair,0.0
Ju Aymah Lpg Terminal,Saudi Arabia,26.866667,50.05,Very Small,Persian Gulf; Indian Ocean,Poor,0.0
Doha Harbor,Kuwait,29.383333,47.8,Very Small,Persian Gulf; Indian Ocean,Poor,0.0
Frederiksted,U.S. Virgin Islands,17.716667,-64.883333,Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Covenas Offshore Term.,Colombia,9.5,-75.733333,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Al Mukha,Yemen,13.316667,43.25,Medium,Red Sea; Indian Ocean,Poor,0.0
Haeju Hang,North Korea,38.0,125.7,Small,Yellow Sea; North Pacific Ocean,Fair,0.0
Antioch,United States,38.016667,-121.8,Very Small,North Pacific Ocean,Excellent,0.0
Paimpol,France,48.783333,-3.05,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Porthmos Evripou,Greece,38.466667,23.583333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Risan,Montenegro,42.516667,18.7,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
San Remo,Italy,43.817,7.786,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Zadar,Croatia,44.116667,15.216667,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Pepel,Sierra Leone,8.583333,-13.05,Very Small,North Atlantic Ocean,Good,0.0
Port-Vendres,France,42.516667,3.116667,Small,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Palamos,Spain,41.833333,3.116667,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Puerto De Bilbao,Spain,43.35,-3.05,Medium,Bay of Biscay; North Atlantic Ocean,Excellent,0.0
Volos,Greece,39.366667,22.95,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Treguier,France,48.783333,-3.233333,Very Small,English Channel; North Atlantic Ocean,Fair,0.0
Vinalhaven,United States,44.05,-68.833333,Very Small,North Atlantic Ocean,Good,0.0
Port Nador,Morocco,35.283333,-2.933333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Port Elizabeth,South Africa,-33.951944444,25.6425,Medium,Indian Ocean,Fair,324.0
Rovinj,Croatia,45.083333,13.633333,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Split,Croatia,43.5,16.433333,Large,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Saint-Tropez,France,43.266667,6.633333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Thessaloniki,Greece,40.633333,22.933333,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Rodhos,Greece,36.45,28.233333,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Skhira,Tunisia,34.283333,10.1,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Palma De Mallorca,Spain,39.566667,2.633333,Medium,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Preveza,Greece,38.95,20.75,Very Small,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Vasto,Italy,42.116667,14.716667,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Tangier-Mediterranean,Morocco,35.9,-5.516667,Large,Strait of Gibraltar; North Atlantic Ocean,Good,0.0
Safi,Morocco,32.3,-9.25,Small,North Atlantic Ocean,Good,0.0
Sekondi,Ghana,4.95,-1.7,Very Small,Gulf of Guinea; North Atlantic Ocean,Fair,0.0
Porto Vecchio,France,41.583333,9.283333,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Port San Luis,United States,35.166667,-120.75,Very Small,North Pacific Ocean,Good,0.0
San Ciprian,Spain,43.7,-7.433333,Very Small,Bay of Biscay; North Atlantic Ocean,Fair,0.0
Tarragona,Spain,41.1,1.233333,Large,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Puerto De Alcudia,Spain,39.833333,3.133333,Very Small,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Saint-Malo,France,48.65,-2.016667,Small,English Channel; North Atlantic Ocean,Good,0.0
Vigo,Spain,42.233333,-8.716667,Medium,North Atlantic Ocean,Good,0.0
Tekirdag,Turkey,40.983333,27.516667,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Tivat,Montenegro,42.433333,18.7,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Samos,Greece,37.75,26.966667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Villanueva Y Geltru,Spain,41.233333,1.733333,Very Small,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Pula,Croatia,44.883333,13.8,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Puerto Del Rosario,Spain,28.5,-13.85,Very Small,North Atlantic Ocean,Fair,0.0
Shengjin,Albania,41.816667,19.6,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
San Feliu De Guixols,Spain,41.783333,3.033333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Savona,Italy,44.316667,8.5,Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Sete,France,43.4,3.7,Small,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Slidell,United States,30.266667,-89.783333,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Tanga,Tanzania,-5.083333,39.116667,Small,Indian Ocean,Fair,0.0
Saint Helier Harbour,Jersey,49.183333,-2.116667,Small,English Channel; North Atlantic Ocean,Fair,0.0
Sitia,Greece,35.216667,26.133333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
St Louis,Senegal,16.016667,-16.516667,Small,North Atlantic Ocean,Good,0.0
Valencia,Spain,39.45,-0.316667,Medium,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Villagarcia De Arosa,Spain,42.6,-8.766667,Very Small,North Atlantic Ocean,Excellent,0.0
Rosas,Spain,42.266667,3.183333,Very Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Sagunto,Spain,39.65,-0.216667,Very Small,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Puerto Prodeco,Colombia,11.15,-74.216667,Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Torre Del Greco,Italy,40.783333,14.366667,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Wilson Cove,United States,33.0,-118.55,Very Small,North Pacific Ocean,Fair,0.0
Yakacik,Turkey,36.716667,36.183333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Puerto De Carboneras,Spain,37.0,-1.883333,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Pemba,Mozambique,-12.966667,40.5,Very Small,Mozambique Channel; Indian Ocean,Good,0.0
Ribadeo,Spain,43.533333,-7.033333,Very Small,Bay of Biscay; North Atlantic Ocean,Good,0.0
Senj,Croatia,44.983333,14.9,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Tazerka Oil Terminal,Tunisia,36.6,11.683333,Medium,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Sokch'o Hang,South Korea,38.2,128.6,Very Small,Sea of Japan; North Pacific Ocean,Excellent,0.0
Tonda,Japan,34.033333,131.75,Small,Sea of Japan; North Pacific Ocean,Good,0.0
Pittsburg,United States,38.033333,-121.883333,Very Small,North Pacific Ocean,Excellent,0.0
Tokyo Ko,Japan,35.666667,139.75,Large,North Pacific Ocean,Good,0.0
Port Ozamis,Philippines,8.133333,123.85,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Excellent,0.0
Yatsushiro Ko,Japan,32.5,130.533333,Small,East China Sea; North Pacific Ocean,Good,0.0
Wilmington,United States,39.733333,-75.54999999999998,Medium,North Atlantic Ocean,Good,0.0
Tobata,Japan,33.916667,130.816667,Very Small,Korea Strait; North Pacific Ocean,Poor,0.0
Pulau Pinang,Malaysia,5.416667,100.35,Medium,Strait of Malacca; Indian Ocean,Good,0.0
Port Klang,Malaysia,3.0,101.4,Large,Strait of Malacca; Indian Ocean,Good,0.0
Qalhat Lng Terminal,Oman,22.683333,59.4,Very Small,Gulf of Oman; Indian Ocean,Poor,0.0
Shimoda Ko,Japan,34.666667,138.95,Very Small,North Pacific Ocean,Fair,0.0
Stagen,Indonesia,-3.3,116.15,Very Small,Makassar Strait; South Pacific Ocean,Fair,0.0
Surigao City,Philippines,9.783333,125.5,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Saganoseki Ko,Japan,33.25,131.866667,Small,Korea Strait; North Pacific Ocean,Fair,0.0
Peng-Hu Kang,Taiwan,23.583333,119.533333,Small,Taiwan Strait; North Pacific Ocean,Fair,0.0
Ube Ko,Japan,33.933333,131.233333,Medium,Korea Strait; North Pacific Ocean,Fair,0.0
Tianjin Xin Gang,China,38.966667,117.833333,Large,Bo Hai; Yellow Sea; North Pacific Ocean,Excellent,0.0
Ras Isa Marine Terminal,Yemen,15.133333,42.6,Large,Red Sea; Indian Ocean,Unknown,0.0
Tiverton,United States,41.633333,-71.216667,Small,North Atlantic Ocean,Good,0.0
Takuma,Japan,34.216667,133.683333,Small,Sea of Japan; North Pacific Ocean,Good,0.0
South Amboy,United States,40.483333,-74.266667,Small,North Atlantic Ocean,Good,0.0
Port Louis,Guadeloupe,16.416667,-61.533333,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Paulsboro,United States,39.85,-75.25,Very Small,North Atlantic Ocean,Good,0.0
Tagonoura Ko,Japan,35.133333,138.7,Medium,North Pacific Ocean,Good,0.0
Uleelheue,Indonesia,5.566667,95.28333300000001,Very Small,Andaman Sea; Indian Ocean,Fair,0.0
Pepillo Salcedo,Dominican Republic,19.7,-71.75,Very Small,North Atlantic Ocean,Good,0.0
Port Capiz,Philippines,11.6,122.716667,Very Small,Philippine inland seas; North Pacific Ocean,Excellent,0.0
Uchiura,Japan,35.516667,135.5,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Qinhuangdao,China,39.933333,119.616667,Medium,Bo Hai; Yellow Sea; North Pacific Ocean,Fair,0.0
Shikama,Japan,34.766667,134.65,Small,Sea of Japan; North Pacific Ocean,Good,0.0
Port Jefferson,United States,40.95,-73.08333299999998,Very Small,North Atlantic Ocean,Good,0.0
Yingkou,China,40.683333,122.233333,Small,Bo Hai; Yellow Sea; North Pacific Ocean,Fair,0.0
Zirkuh Oil Field,United Arab Emirates,24.866667,53.05,Small,Persian Gulf; Indian Ocean,Poor,0.0
Serangoon Harbor,Singapore,1.4,103.95,Very Small,Strait of Malacca; Indian Ocean,Good,0.0
Teluk Anson,Malaysia,4.016667,101.016667,Very Small,Strait of Malacca; Indian Ocean,Fair,0.0
Wakamatsu Ko,Japan,33.9,130.816667,Large,Korea Strait; North Pacific Ocean,Fair,0.0
Sitrah,Bahrain,26.166667,50.666667,Medium,Persian Gulf; Indian Ocean,Fair,0.0
Sasebo,Japan,33.166667,129.716667,Medium,East China Sea; North Pacific Ocean,Good,0.0
Port San Vicente,Philippines,18.516667,122.133333,Very Small,Luzon Strait; North Pacific Ocean,Fair,0.0
Phuket,Thailand,7.833333,98.4,Small,Andaman Sea; Indian Ocean,Good,0.0
Sakaide Ko,Japan,34.333333,133.85,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Toba,Japan,34.483333,136.85,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Point Murat,Australia,-21.816667,114.183333,Very Small,Indian Ocean,Poor,0.0
Yantai,China,37.55,121.45,Small,Yellow Sea; North Pacific Ocean,Good,0.0
Sakai-Senboku,Japan,34.55,135.433333,Medium,Sea of Japan; North Pacific Ocean,Good,0.0
Sabang,Indonesia,5.883333,95.316667,Very Small,Andaman Sea; Indian Ocean,Fair,0.0
Pelabuhan Sungai Udang,Malaysia,2.25,102.133333,Very Small,Strait of Malacca; Indian Ocean,Poor,0.0
Warrnambool,Australia,-38.4,142.483333,Very Small,Indian Ocean,Poor,0.0
Takamatsu,Japan,34.35,134.05,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Stamford,United States,41.033333,-73.54999999999998,Very Small,North Atlantic Ocean,Excellent,0.0
