date,BZ=F,CL=F,NG=F,HO=F,GC=F,SI=F,HG=F,SLX,ZS=F,ZC=F,SB=F,KC=F,ZW=F,ZIM,MATX,DAC,SBLK,BDRY,DX-Y.NYB,EURUSD=X,BRL=X,CNY=X,JPY=X,^VIX,^GSPC,^TNX
2020-01-11,64.9800033569336,59.040000915527344,2.20199990272522,1.928400039672852,1557.5,18.03300094604492,2.81850004196167,36.97999954223633,935.0,385.75,14.06999969482422,118.9499969482422,564.5,,38.38999938964844,9.3100004196167,11.020000457763672,13.845000267028809,97.36000061035156,1.1111111640930176,4.092100143432617,6.951700210571289,109.50700378417967,12.5600004196167,3265.35009765625,1.825000047683716
2020-01-12,64.9800033569336,59.040000915527344,2.20199990272522,1.928400039672852,1557.5,18.03300094604492,2.81850004196167,36.97999954223633,935.0,385.75,14.06999969482422,118.9499969482422,564.5,,38.38999938964844,9.3100004196167,11.020000457763672,13.845000267028809,97.36000061035156,1.1111111640930176,4.092100143432617,6.951700210571289,109.50700378417967,12.5600004196167,3265.35009765625,1.825000047683716
2020-01-13,64.19999694824219,58.08000183105469,2.181999921798706,1.8980000019073489,1548.4000244140625,17.926000595092773,2.861500024795532,37.650001525878906,929.25,389.5,14.15999984741211,114.5500030517578,562.25,,38.959999084472656,8.970000267028809,10.710000038146973,12.994999885559082,97.3499984741211,1.111666917800903,4.070499897003174,6.909299850463867,109.56600189208984,12.31999969482422,3288.1298828125,1.8480000495910645
2020-01-14,64.48999786376953,58.22999954223633,2.187000036239624,1.9103000164031985,1542.4000244140625,17.673999786376953,2.875999927520752,37.83000183105469,928.5,389.0,14.31999969482422,114.9000015258789,568.5,,39.13999938964844,9.079999923706056,10.890000343322754,13.664999961853027,97.37000274658205,1.1135733127593994,4.1458001136779785,6.8927001953125,109.99199676513672,12.390000343322754,3283.14990234375,1.8179999589920044
2020-01-15,64.0,57.810001373291016,2.119999885559082,1.8779000043869016,1552.0999755859375,17.92300033569336,2.869999885559082,37.36000061035156,928.75,387.5,14.520000457763672,114.3000030517578,573.25,,39.380001068115234,8.930000305175781,10.760000228881836,13.350000381469728,97.2300033569336,1.113089919090271,4.13129997253418,6.900300025939941,109.85399627685548,12.420000076293944,3289.2900390625,1.787999987602234
2020-01-16,64.62000274658203,58.52000045776367,2.07699990272522,1.8600000143051147,1549.0,17.875,2.851999998092652,37.29999923706055,924.0,375.5,14.43000030517578,112.9499969482422,565.25,,40.09000015258789,8.720000267028809,10.720000267028809,12.630000114440918,97.31999969482422,1.1154004335403442,4.174200057983398,6.889800071716309,109.88300323486328,12.31999969482422,3316.81005859375,1.809000015258789
2020-01-17,64.8499984741211,58.540000915527344,2.003000020980835,1.8592000007629397,1558.800048828125,18.01300048828125,2.8494999408721924,37.66999816894531,929.75,389.25,14.449999809265137,112.1500015258789,570.5,,40.06999969482422,8.510000228881836,10.619999885559082,12.104999542236328,97.61000061035156,1.1139578819274902,4.183599948883057,6.878099918365479,110.1750030517578,12.100000381469728,3329.6201171875,1.8359999656677248
2020-01-18,64.8499984741211,58.540000915527344,2.003000020980835,1.8592000007629397,1558.800048828125,18.01300048828125,2.8494999408721924,37.66999816894531,929.75,389.25,14.449999809265137,112.1500015258789,570.5,,40.06999969482422,8.510000228881836,10.619999885559082,12.104999542236328,97.61000061035156,1.1139578819274902,4.183599948883057,6.878099918365479,110.1750030517578,12.100000381469728,3329.6201171875,1.8359999656677248
2020-01-19,64.8499984741211,58.540000915527344,2.003000020980835,1.8592000007629397,1558.800048828125,18.01300048828125,2.8494999408721924,37.66999816894531,929.75,389.25,14.449999809265137,112.1500015258789,570.5,,40.06999969482422,8.510000228881836,10.619999885559082,12.104999542236328,97.61000061035156,1.1139578819274902,4.183599948883057,6.878099918365479,110.1750030517578,12.100000381469728,3329.6201171875,1.8359999656677248
2020-01-20,64.8499984741211,58.540000915527344,2.003000020980835,1.8592000007629397,1558.800048828125,18.01300048828125,2.8494999408721924,37.66999816894531,929.75,389.25,14.449999809265137,112.1500015258789,570.5,,40.06999969482422,8.510000228881836,10.619999885559082,12.104999542236328,97.61000061035156,1.1094592809677124,4.161600112915039,6.858699798583984,110.18000030517578,12.100000381469728,3329.6201171875,1.8359999656677248
2020-01-21,64.58999633789062,58.34000015258789,1.8949999809265137,1.829200029373169,1556.4000244140625,17.750999450683594,2.798500061035156,36.65999984741211,916.0,387.5,14.550000190734863,111.0500030517578,581.5,,39.29999923706055,7.610000133514404,10.369999885559082,11.369999885559082,97.52999877929688,1.109693169593811,4.188499927520752,6.865799903869629,110.1729965209961,12.850000381469728,3320.7900390625,1.7690000534057615
2020-01-22,63.209999084472656,56.7400016784668,1.9049999713897705,1.8001999855041504,1555.300048828125,17.770999908447266,2.7669999599456787,37.09999847412109,913.75,388.75,14.65999984741211,111.0,577.75,,39.33000183105469,7.199999809265137,9.760000228881836,11.031999588012695,97.52999877929688,1.108561396598816,4.210899829864502,6.904799938201904,109.90799713134766,12.90999984741211,3321.75,1.7690000534057615
2020-01-23,62.040000915527344,55.59000015258789,1.9259999990463257,1.791599988937378,1564.5999755859375,17.773000717163086,2.7260000705718994,36.84999847412109,909.5,393.75,14.56999969482422,112.5999984741211,580.5,,39.40999984741211,7.329999923706055,9.43000030517578,11.045000076293944,97.69000244140624,1.1096439361572266,4.181300163269043,6.905700206756592,109.72799682617188,12.979999542236328,3325.5400390625,1.7400000095367432
2020-01-24,60.68999862670898,54.18999862670898,1.89300000667572,1.7339999675750732,1571.0999755859375,18.05699920654297,2.685499906539917,36.09999847412109,902.0,387.25,14.390000343322754,110.1500015258789,573.5,,39.20000076293945,6.989999771118164,9.229999542236328,11.135000228881836,97.8499984741211,1.1055220365524292,4.169099807739258,6.9355998039245605,109.552001953125,14.5600004196167,3295.469970703125,1.680999994277954
2020-01-25,60.68999862670898,54.18999862670898,1.89300000667572,1.7339999675750732,1571.0999755859375,18.05699920654297,2.685499906539917,36.09999847412109,902.0,387.25,14.390000343322754,110.1500015258789,573.5,,39.20000076293945,6.989999771118164,9.229999542236328,11.135000228881836,97.8499984741211,1.1055220365524292,4.169099807739258,6.9355998039245605,109.552001953125,14.5600004196167,3295.469970703125,1.680999994277954
2020-01-26,60.68999862670898,54.18999862670898,1.89300000667572,1.7339999675750732,1571.0999755859375,18.05699920654297,2.685499906539917,36.09999847412109,902.0,387.25,14.390000343322754,110.1500015258789,573.5,,39.20000076293945,6.989999771118164,9.229999542236328,11.135000228881836,97.8499984741211,1.1055220365524292,4.169099807739258,6.9355998039245605,109.552001953125,14.5600004196167,3295.469970703125,1.680999994277954
